sentence,label,label_idx
Is Pfizer administered to children in the same way as it is administered to adults?,Do children receive the same dose of Pfizer as adults?,178
Do children get the same dose of Pfizer as adults?,Do children receive the same dose of Pfizer as adults?,178
it will be the same dose of vaccine,Do children receive the same dose of Pfizer as adults?,178
Is magnetism one of the reactions to the vaccine?,Do people become magnetic after getting vaccinated?,139
Why are keys sticking to my vaccinated parents forehead,Do people become magnetic after getting vaccinated?,139
Why are people magnetic after the hab,Do people become magnetic after getting vaccinated?,139
Will a magnet stick to my arm after I get the second injection?,Do people become magnetic after getting vaccinated?,139
after being vaccinated can I suffer from magnetism?,Do people become magnetic after getting vaccinated?,139
I believe that a person cannot become magnetic just by getting vaccinated against covid,Do people become magnetic after getting vaccinated?,139
Is it possible for people to create magnetism after receiving the covid-19 vaccine?,Do people become magnetic after getting vaccinated?,139
"If I get vaccinated against covid-19, will I get magnetic?",Do people become magnetic after getting vaccinated?,139
Do people who get vaccinated end up attracting metals to the vaccinated area?,Do people become magnetic after getting vaccinated?,139
Will I become magnetic after a vaccine,Do people become magnetic after getting vaccinated?,139
Will a magnet stick to me after my shot?,Do people become magnetic after getting vaccinated?,139
Why are objects sticking to me after my vaccine shot,Do people become magnetic after getting vaccinated?,139
I can become magnetic if I get vaccinated against the covid,Do people become magnetic after getting vaccinated?,139
Why is my arm magnetic after getting the vaccine?,Do people become magnetic after getting vaccinated?,139
Can Vaccines Make Our Body Magnetic?,Do people become magnetic after getting vaccinated?,139
Will I become magnetic?,Do people become magnetic after getting vaccinated?,139
Will the vaccine make me magnetic?,Do people become magnetic after getting vaccinated?,139
as a side effect is magnetism considered?,Do people become magnetic after getting vaccinated?,139
How can i know that im not going to be  magnetic after getting vaccinated?,Do people become magnetic after getting vaccinated?,139
Do people become magnetic after getting vaccinated?,Do people become magnetic after getting vaccinated?,139
Why are people magnetic after vaccination,Do people become magnetic after getting vaccinated?,139
After being vaccinated can it be magnetic as a side effect?,Do people become magnetic after getting vaccinated?,139
Have you ever known someone who has become magnetic after receiving the covid vaccine?,Do people become magnetic after getting vaccinated?,139
Why does the vaccine make some people magnetic?,Do people become magnetic after getting vaccinated?,139
exist Videos Claim Magnets Stick To Arms After Vaccination?,Do people become magnetic after getting vaccinated?,139
people are magnetic after the vaccine?,Do people become magnetic after getting vaccinated?,139
does the covid-19 vaccine contain metal?,Do people become magnetic after getting vaccinated?,139
does the vaccinated get a kind of magnetism?,Do people become magnetic after getting vaccinated?,139
Why are people's bodies displaying magnetic characteristics at the injection site,Do people become magnetic after getting vaccinated?,139
Are the vaccines magnetic,Do people become magnetic after getting vaccinated?,139
Will I become magnetic if I get vaccinated against the covid?,Do people become magnetic after getting vaccinated?,139
It's making metal objects stick to people's skin,Do people become magnetic after getting vaccinated?,139
is magnetism an effect of the vaccine?,Do people become magnetic after getting vaccinated?,139
Why are metals sticking to me after vaccine,Do people become magnetic after getting vaccinated?,139
Why are the vaccines causing magnetism in recipients' arms?,Do people become magnetic after getting vaccinated?,139
How many cases of magnetization have been confirmed in people who have been vaccinated?,Do people become magnetic after getting vaccinated?,139
I don't really think that people will become magnetic after getting the covid vaccine,Do people become magnetic after getting vaccinated?,139
is there a possibility of becoming magnetic after the vaccine?,Do people become magnetic after getting vaccinated?,139
"Within reactions to the vaccine, is it possible for people to become magnetic?",Do people become magnetic after getting vaccinated?,139
Is there a possibility that the vaccine can cause Bell's palsy?,Do the COVID-19 vaccines cause Bell's palsy?,44
Do the COVID-19 vaccines cause Bell's palsy?,Do the COVID-19 vaccines cause Bell's palsy?,44
Is the incidence of Bell's palsy in people who have had the vaccine higher than in the general population?,Do the COVID-19 vaccines cause Bell's palsy?,44
is it true you can get bells palsy from the vaccine,Do the COVID-19 vaccines cause Bell's palsy?,44
I've heard that the vaccine causes Bell's palsy.,Do the COVID-19 vaccines cause Bell's palsy?,44
Will the Covid vaccine make me more susceptible for contracting Bells Palsy?,Do the COVID-19 vaccines cause Bell's palsy?,44
Is it true that there is a link between Bell's palsy and the covid vaccine?,Do the COVID-19 vaccines cause Bell's palsy?,44
the vaccine can maybe give you bells palsy,Do the COVID-19 vaccines cause Bell's palsy?,44
Do the COVID-19 vaccines cause Bell's palsy also known as facial palsy?,Do the COVID-19 vaccines cause Bell's palsy?,44
Is there a chance of developing Bell's Palsy after receiving the vaccine?,Do the COVID-19 vaccines cause Bell's palsy?,44
Can the vaccine give me cancer?,Do the COVID-19 vaccines cause Bell's palsy?,44
Will I get Bells Palsy after having the vaccine?,Do the COVID-19 vaccines cause Bell's palsy?,44
Has getting the vaccine been linked to causing Bell's Palsy?,Do the COVID-19 vaccines cause Bell's palsy?,44
"I've heard that some people who have had the vaccine developed facial paralysis afterwards, is that right?",Do the COVID-19 vaccines cause Bell's palsy?,44
What can the COVID-19 vaccines cause?,Do the COVID-19 vaccines cause Bell's palsy?,44
What are some illnesses the COVID-19 vaccine can cause and is Bell's palsy included in that?,Do the COVID-19 vaccines cause Bell's palsy?,44
Do any of the vaccines cause a person to get Bell's palsy,Do the COVID-19 vaccines cause Bell's palsy?,44
Is palsy an effect of the COVID-19 vaccines?,Do the COVID-19 vaccines cause Bell's palsy?,44
Can the COVID-19 vaccine cause Bell's palsy or any other illnesses?,Do the COVID-19 vaccines cause Bell's palsy?,44
What reactions can my body have from the vaccine.  Can I get palsy,Do the COVID-19 vaccines cause Bell's palsy?,44
What are the side effects of the COVID-19 vaccines?,Do the COVID-19 vaccines cause Bell's palsy?,44
"There is no evidence to ensure that the vaccine is not related to paralysis, therefore it is not safe.",Do the COVID-19 vaccines cause Bell's palsy?,44
Do the mRNA vaccines contain any preservatives that are used with local antiseptic for abrasions and minor cuts?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
What preservatives are in the vaccine?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
"Should I be worried about the chemicals in the mRNA vaccines, aren't they poisonous?","Do the mRNA vaccines contain preservatives, like thimerosal?",45
How are vaccines preserved?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
How do I know my vaccine wasnt left out of the refrigerator for so long its not spoiled?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
Do the vaccines expire?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
I want to know if preservatives are in the mRNA vaccine.,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
"I've heard that the mRNA vaccines contain thimerosal, isn't that poisonous because it contains mercury?","Do the mRNA vaccines contain preservatives, like thimerosal?",45
What preservatives are in the mRNA vaccine; anything like thimersol?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
Are there preservatives in the vaccines?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
Are there preservatives like thimerosal present in mRNA vaccines?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
I am concerned about mercury poisoning due to the thimerosal contained in mRNA vaccines.,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
Are preservative in the mRNA vaccine?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
I'm worried about what preservatives are in the new vaccine.,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
"Do the mRNA vaccines contain preservatives, like thimerosal?","Do the mRNA vaccines contain preservatives, like thimerosal?",45
are there preservatives like thimerosal in the vaccines,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
is there thimerosal in the vaccines,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
Are there any preservatives in mRNA vaccine?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
Are there any preservatives like thimerosal in the mRNA vaccines?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
"Do the mRNA vaccines have any preservatives in them, I'm worried about thimeresol?","Do the mRNA vaccines contain preservatives, like thimerosal?",45
Is thimerosal used in the vaccines?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
"I've heard that the mRNA vaccines can cause brain damage because they have mercury in them, is that right?","Do the mRNA vaccines contain preservatives, like thimerosal?",45
What ingredients are in the vaccine to keep it safe in transport?,"Do the mRNA vaccines contain preservatives, like thimerosal?",45
"Do mRNA vaccines have any preservatives, such as themerosal","Do the mRNA vaccines contain preservatives, like thimerosal?",45
"I've heard the vaccines don't work so well in people classed as obese, is that right?",Do the vaccines work in obese people?,46
Is obesity a drawback with the vaccine being effective,Do the vaccines work in obese people?,46
What are the effects for overweight people? Is there evidence of how they react to the vaccine?,Do the vaccines work in obese people?,46
Will the vaccine work if I am over weight?,Do the vaccines work in obese people?,46
What is the effectiveness for the obese?,Do the vaccines work in obese people?,46
Does obesity have any affect on the vaccine?,Do the vaccines work in obese people?,46
Does it work the same for all body types including obesity?,Do the vaccines work in obese people?,46
is there a correlation between weight and the efficacy of the vaccine,Do the vaccines work in obese people?,46
Will fat people be at a disadvantage and taking more of a risk having the vaccine.,Do the vaccines work in obese people?,46
Do the vaccines work effectively on everyone even if you are overweight.,Do the vaccines work in obese people?,46
Has there been a study on whether the obese have the same rate of the vaccine working,Do the vaccines work in obese people?,46
Will the Covid vaccine be as efficient in someone who is obese compared to someone who has a healthy BMI index?,Do the vaccines work in obese people?,46
what if the vaccine doesnt work because you are obese,Do the vaccines work in obese people?,46
I am fat and think I need a bigger does of vaccine than a skinny person.,Do the vaccines work in obese people?,46
Can obese people withstand the vaccine without having adverse effects?,Do the vaccines work in obese people?,46
Does the vaccine pose a risk to obese people?,Do the vaccines work in obese people?,46
Have the vaccines been tested to see if they work on obese people?,Do the vaccines work in obese people?,46
Is there a weight limit for the vaccine?,Do the vaccines work in obese people?,46
Should I get two doses of the vaccine each time since I am twice the size of the average adult?,Do the vaccines work in obese people?,46
Do obese people need larger doses of the vaccine for it to work effectively?,Do the vaccines work in obese people?,46
"If I am overweight, will the vaccine work?",Do the vaccines work in obese people?,46
Do the vaccines work in obese people?,Do the vaccines work in obese people?,46
"I am overweight,  will this effect the amount of vaccine I might need",Do the vaccines work in obese people?,46
Should'nt the vaccine be give out based on weigh so bigger people get more so they are covered?,Do the vaccines work in obese people?,46
bad Do vaccinated people need to quarantine if exposed to COVID-19?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
"If I get vaccinated, should I stay away from people?",Do vaccinated people need to quarantine if exposed to COVID-19?,160
do you still need to self isolate if vaccinated after coming into contact with covid,Do vaccinated people need to quarantine if exposed to COVID-19?,160
does the covid vaccine help people to have a higher degree of protection before the virus?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
Should vaccinated people be quarantined if they have COVID-19?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
good Do vaccinated people need to quarantine if exposed to COVID-19?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
if i am exposed to covid do i need to quarantine even though i am vaccinated,Do vaccinated people need to quarantine if exposed to COVID-19?,160
Is there a risk of contracting covid if I am vaccinated and exposed to covid? should I be quarantined?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
should I be quarantined after vaccination?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
"If I am already vaccinated, I must remain in quarantine the same",Do vaccinated people need to quarantine if exposed to COVID-19?,160
Do vaccinated people need to quarantine if exposed to COVID-19?,Do vaccinated people need to quarantine if exposed to COVID-19?,160
i think the vaccine will have no effect on the upgraded virus,Do vaccines work against the mutated strains of COVID-19?,25
There will be a time when no vaccine will combat the new mutations of the virus.,Do vaccines work against the mutated strains of COVID-19?,25
The virus mutates so quickly that the vaccine can't possibly treat new variants.,Do vaccines work against the mutated strains of COVID-19?,25
The flu vaccine does not treat every new mutation so there is no way that the covid vaccine with help with new mutations.,Do vaccines work against the mutated strains of COVID-19?,25
Will new mutations be able to beat the vaccine,Do vaccines work against the mutated strains of COVID-19?,25
Will the vaccine thus protect the mute virus?,Do vaccines work against the mutated strains of COVID-19?,25
the vaccine will not work when the virus evolves,Do vaccines work against the mutated strains of COVID-19?,25
How can the vaccine protect me when the virus keeps changing?,Do vaccines work against the mutated strains of COVID-19?,25
If the vaccine won't tackle every variation of the virus what's the point of it?,Do vaccines work against the mutated strains of COVID-19?,25
will the vaccine help if the virus mutate?,Do vaccines work against the mutated strains of COVID-19?,25
the vaccine need to update with the new mutations of virus,Do vaccines work against the mutated strains of COVID-19?,25
"I've heard that the vaccine doesn't work with new mutations of the virus, is that right?",Do vaccines work against the mutated strains of COVID-19?,25
Can having the vaccine be effective against new mutations,Do vaccines work against the mutated strains of COVID-19?,25
What is the point of having the vaccine if it doesn't work on the new variants of the virus.,Do vaccines work against the mutated strains of COVID-19?,25
What if the vaccine doesn't work with new mutations of the virus?,Do vaccines work against the mutated strains of COVID-19?,25
what are the strains,Do vaccines work against the mutated strains of COVID-19?,25
this vaccine will not work if the covid virus mutates,Do vaccines work against the mutated strains of COVID-19?,25
Will the vaccine help with the new mutations of the virus or is it a waste of time to get?,Do vaccines work against the mutated strains of COVID-19?,25
Will we need multiple jabs of the vaccine if new mutations keep appearing.,Do vaccines work against the mutated strains of COVID-19?,25
will the vaccine kill of the mutations of the virus?,Do vaccines work against the mutated strains of COVID-19?,25
Is it worth getting the vaccine because it will not help with the new mutations of the virus?,Do vaccines work against the mutated strains of COVID-19?,25
While experts are concerned about the recent mutations of the new coronavirus,Do vaccines work against the mutated strains of COVID-19?,25
The vaccine protects me from new evolutions of the sick,Do vaccines work against the mutated strains of COVID-19?,25
I hope the vaccine helps for future illnesses,Do vaccines work against the mutated strains of COVID-19?,25
Will the vaccine cause more harm than good as the virus changes and the vaccine is not formulated to combat the changes?,Do vaccines work against the mutated strains of COVID-19?,25
yes mutations of the virus,Do vaccines work against the mutated strains of COVID-19?,25
the new COVID strain is too strong for the vaccine,Do vaccines work against the mutated strains of COVID-19?,25
What is the use of getting the vaccine if it is not proven to stop the new mutations,Do vaccines work against the mutated strains of COVID-19?,25
will this vaccine help with new mutations of the virus?,Do vaccines work against the mutated strains of COVID-19?,25
if this good to kiil the  mutations of the virus?,Do vaccines work against the mutated strains of COVID-19?,25
The vaccine could help new diseases in the future and be safer,Do vaccines work against the mutated strains of COVID-19?,25
How could the vaccine possibly treat every new mutation of the virus.,Do vaccines work against the mutated strains of COVID-19?,25
I do not understand how this will help stop new mutations,Do vaccines work against the mutated strains of COVID-19?,25
Will the vaccine be effective against the new mutations?,Do vaccines work against the mutated strains of COVID-19?,25
"Well then to vaccinate this other, they should get the vaccine to eliminate not only this mutation but all those that may come in the future.",Do vaccines work against the mutated strains of COVID-19?,25
How long would it take to make a new vaccine if a mutation of the virus appeared that caused the current vaccines available to be ineffective.,Do vaccines work against the mutated strains of COVID-19?,25
Vaccine protection avarca the new strain,Do vaccines work against the mutated strains of COVID-19?,25
"If this vaccine does not help against the new mutations that the virus may have, I would be concerned since it is not known when it may mutate",Do vaccines work against the mutated strains of COVID-19?,25
is there a new virus,Do vaccines work against the mutated strains of COVID-19?,25
The vaccine will help with new diseases in the future,Do vaccines work against the mutated strains of COVID-19?,25
the vaccine does not counter new mutations of the virus,Do vaccines work against the mutated strains of COVID-19?,25
the vaccine does not work for new mutations of the virus,Do vaccines work against the mutated strains of COVID-19?,25
Do vaccines work against these variants?,Do vaccines work against the mutated strains of COVID-19?,25
what are the mutated strains?,Do vaccines work against the mutated strains of COVID-19?,25
the vaccine will not help with new mutations of the virus,Do vaccines work against the mutated strains of COVID-19?,25
Do vaccines work against the mutated strains of COVID-19?,Do vaccines work against the mutated strains of COVID-19?,25
I don't think the current vaccine works against the new strains of the virus.,Do vaccines work against the mutated strains of COVID-19?,25
they should implement a vaccine that helps with the new mutations of the virus,Do vaccines work against the mutated strains of COVID-19?,25
Can you get the vaccine if you are Covid positive?,Do you have to be tested for COVID before you vaccinated?,47
"I'm worried about meeting people who might have covid at the vaccination center, are people tested for the virus before they go?",Do you have to be tested for COVID before you vaccinated?,47
Is it necessary to get a covid test before you have the vaccine,Do you have to be tested for COVID before you vaccinated?,47
I do not want a COVID test.  Must I have one before I get the shot,Do you have to be tested for COVID before you vaccinated?,47
Is it necessary to do a test before getting the vaccine?,Do you have to be tested for COVID before you vaccinated?,47
Is it required to be tested for COVID before being vaccinated?,Do you have to be tested for COVID before you vaccinated?,47
Are people tested prior to the Covid vaccine?,Do you have to be tested for COVID before you vaccinated?,47
Do they make you have a covid test before you get the vaccine,Do you have to be tested for COVID before you vaccinated?,47
Will I have to submit to a COVID test right before getting my shot?,Do you have to be tested for COVID before you vaccinated?,47
Do they perform Covid tests on you before giving you the vaccine?,Do you have to be tested for COVID before you vaccinated?,47
What requirements regarding COVID do you need before the vaccine,Do you have to be tested for COVID before you vaccinated?,47
Do you have to be tested for COVID before you vaccinated?,Do you have to be tested for COVID before you vaccinated?,47
What is the criteria for applying the vaccine? Who have priority?,Do you have to be tested for COVID before you vaccinated?,47
Is it necessary to do an examination before getting the vaccine?,Do you have to be tested for COVID before you vaccinated?,47
Will they give you a covid test before the vaccine,Do you have to be tested for COVID before you vaccinated?,47
Can you get the vaccine if you haven't had a COVID test?,Do you have to be tested for COVID before you vaccinated?,47
Is a Covid test required?,Do you have to be tested for COVID before you vaccinated?,47
Will I have to have a Covid test before I get the vaccine?,Do you have to be tested for COVID before you vaccinated?,47
Is it safer the be tested fo Covid before having the vaccine.,Do you have to be tested for COVID before you vaccinated?,47
Will we be notified to get vaccinated against covid-19 in the order of the social security number?,Do you need a social security number to get a COVID-19 vaccine?,105
without Social Security can I get vaccinated?,Do you need a social security number to get a COVID-19 vaccine?,105
Is it a fact or rumor that you need a social security number to get a COVID-19 vaccine?,Do you need a social security number to get a COVID-19 vaccine?,105
do I have to have social security for the vaccine?,Do you need a social security number to get a COVID-19 vaccine?,105
What ID document do I need to get vaccinated?,Do you need a social security number to get a COVID-19 vaccine?,105
Is it a requirement to have a social security number to be able to get vaccinated against Covid-19?,Do you need a social security number to get a COVID-19 vaccine?,105
"My friend doesn't have a social security number, will he still be able to get the vaccine:?",Do you need a social security number to get a COVID-19 vaccine?,105
Do you need a social security number to get a COVID-19 vaccine?,Do you need a social security number to get a COVID-19 vaccine?,105
Can I get a vaccine if I don't have a social security number?,Do you need a social security number to get a COVID-19 vaccine?,105
Can I get vaccinated if I don't have a social security number?,Do you need a social security number to get a COVID-19 vaccine?,105
"I don't have social security, can I get vaccinated?",Do you need a social security number to get a COVID-19 vaccine?,105
Are there any requirements to receive the COVID-19 vaccine?,Do you need a social security number to get a COVID-19 vaccine?,105
"And if I don't have a social security number, what would happen?",Do you need a social security number to get a COVID-19 vaccine?,105
Do I need a social security number to get vaccinated?,Do you need a social security number to get a COVID-19 vaccine?,105
"If my mother does not have a social security number, can she receive the vaccine?",Do you need a social security number to get a COVID-19 vaccine?,105
Can anyone get a COVID-19 vaccine or do you need to be a U.S. citizen?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"If I'm not a U.S citizen, can I get the vaccine?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
does my nationality define whether I deserve the vaccine or not?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Will I need to prove my immigration status if I want to get vaccinated?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"Is it only US citizens who can have the Covid vaccine, or can anyone have it?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"If I am not a resident, can I get vaccinated?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Will there be xenophobia regarding vaccines?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Do I have to be an American to get the COVID-19 vaccine?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"If I go on the street without a mouth cover, after getting the vaccine, am I safe?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"After all, do I really need to be the United States to get vaccinated against COVID-19?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Are one of the qualifications to get a COVID-19 vaccine is that you have to be a U.S. citizen?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Do you need to be a U.S. citizen to get a COVID-19 vaccine?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"If I am a foreigner, could I get the covid vaccine?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
"I'm worried about my immigration status, will there be any immigration officers at the vaccination sites?",Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Can illegal people be vaccinated against covid?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Can a foreign person receive the covid vaccine?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
do I need to be from the United States in order to receive the vaccine?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
What requirements are necessary to take the vaccine?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
do I need to be born in the United States to get vaccinated?,Do you need to be a U.S. citizen to get a COVID-19 vaccine?,106
Is it right that the covid19 vaccine will mean that I will get autism?,Does the COVID-19 vaccine cause autism?,164
I've heard that the Covid vaccine causes autism so I'm reluctant to take it now,Does the COVID-19 vaccine cause autism?,164
Is it true that the COVID-19 vaccines cause autism?,Does the COVID-19 vaccine cause autism?,164
Does the COVID-19 vaccines cause autisms or is that a myth?,Does the COVID-19 vaccine cause autism?,164
autism can be caused by the covid vaccine.,Does the COVID-19 vaccine cause autism?,164
I heard the COVID-19 vaccines cause autism?,Does the COVID-19 vaccine cause autism?,164
Is autism something to worry about if I get the vaccines/,Does the COVID-19 vaccine cause autism?,164
I've heard that the vaccine causes autism.,Does the COVID-19 vaccine cause autism?,164
Does the covid jab cause autism?,Does the COVID-19 vaccine cause autism?,164
Is it true that there is a link between autism and the covid vaccine?,Does the COVID-19 vaccine cause autism?,164
Is autism caused by the covid19 vaccine?,Does the COVID-19 vaccine cause autism?,164
Does the vaccine cause autism?,Does the COVID-19 vaccine cause autism?,164
Is the incidence of autism in people who have had the vaccine higher than in the general population?,Does the COVID-19 vaccine cause autism?,164
Is there a link between the COVID vaccine and autism?,Does the COVID-19 vaccine cause autism?,164
Can the COVID-19 vaccine cause autism or any other illnesses?,Does the COVID-19 vaccine cause autism?,164
I won't have the vaccine because I don't want to catch autism.,Does the COVID-19 vaccine cause autism?,164
Will I get autism after having the vaccine?,Does the COVID-19 vaccine cause autism?,164
Does the COVID-19 vaccine cause autism?,Does the COVID-19 vaccine cause autism?,164
"I have heard that the covid19 vaccine causes autism, is that right?",Does the COVID-19 vaccine cause autism?,164
Is autism a side effect of the vaccines?,Does the COVID-19 vaccine cause autism?,164
Is one of the serious side effects of the Covid-19 autism.,Does the COVID-19 vaccine cause autism?,164
Will the COVID vaccine  cause autism?,Does the COVID-19 vaccine cause autism?,164
Ive heard the vaccine causes autism,Does the COVID-19 vaccine cause autism?,164
Is there a chance of developing autism after receiving the vaccine?,Does the COVID-19 vaccine cause autism?,164
Do the COVID-19 vaccines cause autism?,Does the COVID-19 vaccine cause autism?,164
COVID-19 vaccines cause autism,Does the COVID-19 vaccine cause autism?,164
Can the Johnson and Johnson vaccine cause rare nerve syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
"I've heard people got RNS from the J&J vaccine, is that true?",Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
we Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
what are the chances of the J7J vaccine giving you rare nerve syndrome,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
why Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
What syndrome does the j&j vaccine cause?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
The Johnson and Johnson vaccine and how rare nerve syndrome are related?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
Is Rare Nerve Syndrome a risk if you get the J&J vaccine?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
Can the j&j vax give you rare nerve syndrome,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
Is there a connection between the Johnson & Johnson vaccination and Rare Nerve Syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
does the j&j vaccine cause what syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
Johnson and Johnson vaccine cause Rare Nerve Syndrome?,Does the Johnson and Johnson vaccine cause Rare Nerve Syndrome?,162
will the Pfizer vaccine create heart issues?,Does the Pfizer vaccine cause heart problems?,115
Has the Pfizer vaccine been tested for safety on people with heart conditions?,Does the Pfizer vaccine cause heart problems?,115
Is the vaccine really reliable?,Does the Pfizer vaccine cause heart problems?,115
The Pfizer vaccine has side effects?,Does the Pfizer vaccine cause heart problems?,115
Does the Pfizer vaccine cause heart problems?,Does the Pfizer vaccine cause heart problems?,115
I'm worried that the pfizer vaccine will affect the heart,Does the Pfizer vaccine cause heart problems?,115
How safe is the Pfizer vaccine?,Does the Pfizer vaccine cause heart problems?,115
Does the Pfizer vaccination give people heart attacks or other problems like that?,Does the Pfizer vaccine cause heart problems?,115
Does the Pfizer vaccine cause heart issues?,Does the Pfizer vaccine cause heart problems?,115
Can the vaccine cause side effects?,Does the Pfizer vaccine cause heart problems?,115
will the Pfizer vaccine cause more harm to my heart ?,Does the Pfizer vaccine cause heart problems?,115
"I've heard that there may be a link between the Pfizer vaccine and myocarditis, is that right?",Does the Pfizer vaccine cause heart problems?,115
Is there a heart reaction due to the pfizer vaccine?,Does the Pfizer vaccine cause heart problems?,115
can the Pfizer shot gives us heart issues?,Does the Pfizer vaccine cause heart problems?,115
Will I have heart problems if I get the Pfizer vaccine?,Does the Pfizer vaccine cause heart problems?,115
What side effects on the heart can the pfizer vaccine cause?,Does the Pfizer vaccine cause myocarditis?,114
will the Pfizer vaccine cause myocarditis?,Does the Pfizer vaccine cause myocarditis?,114
Is myocarditis really caused by being vaccinated with the Pfizer vaccine?,Does the Pfizer vaccine cause myocarditis?,114
Does the Pfizer vaccine have any life-threatening side effects?,Does the Pfizer vaccine cause myocarditis?,114
is this Pfizer vaccine safe?,Does the Pfizer vaccine cause myocarditis?,114
Is it true that the Pfizer vaccine causes myocarditis?,Does the Pfizer vaccine cause myocarditis?,114
Am I prone to myocarditis with the pfizer?,Does the Pfizer vaccine cause myocarditis?,114
Does the Pfizer vaccine cause myocarditis which is inflammation of the heart?,Does the Pfizer vaccine cause myocarditis?,114
What causes the Pfizer vaccine?,Does the Pfizer vaccine cause myocarditis?,114
"If I get vaccinated with Pfizer, can I have a risk of myocarditis?",Does the Pfizer vaccine cause myocarditis?,114
Can I get myocarditis by getting vaccinated with Pfizer?,Does the Pfizer vaccine cause myocarditis?,114
Am I likely to get myocarditis if I have the Pfizer vaccine?,Does the Pfizer vaccine cause myocarditis?,114
Does produce myocarditis?,Does the Pfizer vaccine cause myocarditis?,114
Does the Pfizer vaccine cause myocarditis also known as inflammatory cardiomyopathy?,Does the Pfizer vaccine cause myocarditis?,114
Does the vaccine cause joint pain?,Does the Pfizer vaccine cause myocarditis?,114
Does the COVID-19 vaccines cause impotences or is that a myth?,Does the vaccine cause impotence?,165
Is it true that there is a link between impotence and the covid vaccine?,Does the vaccine cause impotence?,165
What are some illnesses the COVID-19 vaccine can cause and is impotence included in that?,Does the vaccine cause impotence?,165
Will the Covid vaccine make me more susceptible for contracting erectile dysfunction?,Does the vaccine cause impotence?,165
I'm not having the vaccine until I know it won't cause impotence.,Does the vaccine cause impotence?,165
I heard the COVID-19 vaccines cause erectile dysfunction?,Does the vaccine cause impotence?,165
Does the covid jab cause impotence?,Does the vaccine cause impotence?,165
Is it true that the COVID-19 vaccines cause erectile dysfunction?,Does the vaccine cause impotence?,165
Is there any scientific backing about the vaccine being linked to impotence?,Does the vaccine cause impotence?,165
